name,division,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betway,Bwin,Unibet,You Win,32Red Bet,Betfair,Betdaq,Sporting Index
Oklahoma City Thunder,northwest,,,,,,,1.4,,,,1.44,1.4,,1.42,,,,,1.36,,1.1,,
Portland Trail Blazers,northwest,,,,,,,2.75,,,,2.75,2.75,,2.8,,,,,2.75,,1.95,,
Minnesota Timberwolves,northwest,,,,,,,29.0,,,,34.0,29.0,,37.0,,,,,29.0,,4.8,,
Denver Nuggets,northwest,,,,,,,51.0,,,,67.0,23.0,,31.0,,,,,29.0,,4.8,,
Utah Jazz,northwest,,,,,,,1001.0,,,,1001.0,501.0,,101.0,,,,,2001.0,,9.55,,
Los Angeles Clippers,pacific,,,,,,,1.36,,,,1.43,1.36,,1.38,,,,,1.4,,1.19,,
Golden State Warriors,pacific,,,,,,,3.25,,,,3.0,3.2,,3.15,,,,,3.25,,1.95,,
Phoenix Suns,pacific,,,,,,,17.0,,,,17.0,17.0,,17.0,,,,,17.0,,2.9,,
Los Angeles Lakers,pacific,,,,,,,67.0,,,,67.0,34.0,,41.0,,,,,41.0,,6.7,,
Sacramento Kings,pacific,,,,,,,301.0,,,,501.0,201.0,,101.0,,,,,301.0,,9.55,,
San Antonio Spurs,southwest,,,,,,,1.29,,,,1.29,1.29,,1.3,,,,,1.25,,1.01,,
Houston Rockets,southwest,,,,,,,3.75,,,,3.75,3.5,,3.7,,,,,4.0,,1.99,,
Dallas Mavericks,southwest,,,,,,,26.0,,,,23.0,26.0,,21.0,,,,,29.0,,3.94,,
Memphis Grizzlies,southwest,,,,,,,51.0,,,,101.0,34.0,,51.0,,,,,101.0,,4.23,,
New Orleans Pelicans,southwest,,,,,,,101.0,,,,101.0,67.0,,67.0,,,,,101.0,,9.55,,
Brooklyn Nets,atlantic,,,,,,,2.38,,,,2.5,2.38,,2.5,,,,,2.4,,1.97,,
Toronto Raptors,atlantic,,,,,,,2.62,,,,2.75,2.62,,2.75,,,,,2.7,,1.01,,
New York Knicks,atlantic,,,,,,,6.0,,,,5.5,5.5,,5.25,,,,,6.0,,1.97,,
Boston Celtics,atlantic,,,,,,,7.0,,,,7.5,6.5,,7.0,,,,,6.5,,2.95,,
Philadelphia 76ers,atlantic,,,,,,,34.0,,,,41.0,34.0,,34.0,,,,,51.0,,2.95,,
Indiana Pacers,central,,,,,,,1.01,,,,1.01,1.01,,1.02,,,,,1.01,,,,
Chicago Bulls,central,,,,,,,21.0,,,,21.0,17.0,,18.0,,,,,21.0,,1.97,,
Detroit Pistons,central,,,,,,,21.0,,,,21.0,23.0,,21.0,,,,,23.0,,7.84,,
Cleveland Cavaliers,central,,,,,,,126.0,,,,201.0,126.0,,101.0,,,,,151.0,,7.84,,
Milwaukee Bucks,central,,,,,,,201.0,,,,501.0,501.0,,101.0,,,,,501.0,,10.0,,
Miami Heat,southeast,,,,,,,1.01,,,,1.01,1.01,,1.01,,,,,1.01,,,,
Atlanta Hawks,southeast,,,,,,,15.0,,,,17.0,17.0,,15.0,,,,,21.0,,6.7,,
Washington Wizards,southeast,,,,,,,26.0,,,,26.0,21.0,,21.0,,,,,23.0,,6.7,,
Charlotte Bobcats,southeast,,,,,,,126.0,,,,101.0,81.0,,101.0,,,,,151.0,,9.55,,
Orlando Magic,southeast,,,,,,,251.0,,,,301.0,151.0,,101.0,,,,,251.0,,9.55,,
