name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.12,1.03,1.0938888888888889,1.1000000000000001,1.085,1.1000000000000001
New York Jets,AFC East,15.0,10.0,12.166666666666666,12.0,11.0,13.0
Miami Dolphins,AFC East,19.0,8.0,10.333333333333334,10.0,9.0,10.0
Buffalo Bills,AFC East,101.0,40.0,61.111111111111114,67.0,51.0,67.0
Cincinnati Bengals,AFC North,1.17,1.1,1.1142105263157895,1.1000000000000001,1.1000000000000001,1.1200000000000001
Baltimore Ravens,AFC North,13.0,9.5,12.763157894736842,13.0,13.0,13.0
Pittsburgh Steelers,AFC North,15.0,12.0,14.0,15.0,13.0,15.0
Cleveland Browns,AFC North,19.0,12.0,15.578947368421053,17.0,13.0,17.0
Indianapolis Colts,AFC South,1.03,1.0,1.0211111111111111,1.02,1.02,1.0274999999999999
Tennessee Titans,AFC South,21.0,10.0,11.888888888888889,11.0,11.0,12.0
Houston Texans,AFC South,1001.0,101.0,275.85714285714283,251.0,200.25,251.0
Jacksonville Jaguars,AFC South,1501.0,1001.0,1126.0,1001.0,1001.0,1126.0
Denver Broncos,AFC West,1.33,1.18,1.2677777777777779,1.25,1.25,1.2875000000000001
Kansas City Chiefs,AFC West,4.5,3.2,3.5416666666666665,3.5,3.3999999999999999,3.6875
San Diego Chargers,AFC West,201.0,101.0,190.86666666666667,201.0,200.5,201.0
Oakland Raiders,AFC West,401.0,151.0,232.63636363636363,201.0,200.5,251.0
Philadelphia Eagles,NFC East,1.91,1.6,1.78,1.8149999999999999,1.7474999999999998,1.8300000000000001
Dallas Cowboys,NFC East,3.0,2.4,2.7194444444444446,2.75,2.7125000000000004,2.75
New York Giants,NFC East,8.0,5.5,5.9722222222222223,6.0,5.5,6.0
Washington Redskins,NFC East,67.0,26.0,50.5,51.0,50.0,51.0
Detroit Lions,NFC North,2.0,1.57,1.8377777777777777,1.8300000000000001,1.8,1.9099999999999999
Green Bay Packers,NFC North,4.0,3.75,3.9194444444444443,4.0,3.7625000000000002,4.0
Chicago Bears,NFC North,4.33,2.75,3.2961111111111112,3.25,3.0,3.5
Minnesota Vikings,NFC North,1001.0,101.0,301.0,251.0,213.5,251.0
New Orleans Saints,NFC South,1.44,1.28,1.3644444444444443,1.3600000000000001,1.3300000000000001,1.3999999999999999
Carolina Panthers,NFC South,3.25,2.7,3.0061111111111112,3.0,2.8850000000000002,3.1875
Atlanta Falcons,NFC South,1501.0,41.0,608.60000000000002,250.0,250.0,1001.0
Tampa Bay Buccaneers,NFC South,1501.0,401.0,967.66666666666663,1001.0,701.0,1251.0
Seattle Seahawks,NFC West,1.02,1.01,1.0111764705882353,1.01,1.01,1.01
San Francisco 49ers,NFC West,23.0,15.0,18.647058823529413,19.0,17.0,21.0
Arizona Cardinals,NFC West,67.0,29.0,40.352941176470587,35.0,34.0,41.0
St Louis Rams,NFC West,501.0,81.0,276.19999999999999,251.0,250.0,301.0
