name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.12,1.07,1.1021052631578947,1.1000000000000001,1.1000000000000001,1.1100000000000001
New York Jets,AFC East,11.0,7.0,10.08421052631579,11.0,9.25,11.0
Miami Dolphins,AFC East,17.0,8.79,11.673157894736841,11.0,10.0,13.0
Buffalo Bills,AFC East,101.0,30.0,73.647058823529406,81.0,67.0,81.0
Cincinnati Bengals,AFC North,1.15,1.1,1.128421052631579,1.1299999999999999,1.1200000000000001,1.1399999999999999
Cleveland Browns,AFC North,12.0,4.8,9.5421052631578949,10.0,9.0,11.0
Baltimore Ravens,AFC North,13.0,5.18,10.220000000000001,10.0,10.0,11.0
Pittsburgh Steelers,AFC North,41.0,20.0,38.473684210526315,41.0,40.5,41.0
Indianapolis Colts,AFC South,1.1,1.05,1.0821052631578949,1.0800000000000001,1.0700000000000001,1.1000000000000001
Tennessee Titans,AFC South,10.0,5.75,7.9605263157894735,8.0,7.75,8.25
Houston Texans,AFC South,51.0,8.79,25.357368421052634,26.0,24.5,26.0
Jacksonville Jaguars,AFC South,2001.0,741.0,1392.4285714285713,1001.0,1001.0,2001.0
Denver Broncos,AFC West,1.48,1.3,1.3947368421052628,1.3999999999999999,1.3999999999999999,1.3999999999999999
Kansas City Chiefs,AFC West,3.25,2.6,2.7989473684210524,2.75,2.6349999999999998,2.8799999999999999
San Diego Chargers,AFC West,101.0,8.03,62.648823529411764,67.0,67.0,67.0
Oakland Raiders,AFC West,501.0,10.0,382.46153846153845,501.0,251.0,501.0
Dallas Cowboys,NFC East,1.53,1.4,1.4521052631578946,1.4399999999999999,1.4399999999999999,1.45
Philadelphia Eagles,NFC East,5.0,3.76,4.4168421052631581,4.5,4.415,4.5
Washington Redskins,NFC East,8.5,4.89,7.3889473684210518,7.5,7.0,8.0
New York Giants,NFC East,17.0,4.99,13.999473684210527,15.0,13.0,15.0
Green Bay Packers,NFC North,2.65,1.75,2.0871428571428572,1.9750000000000001,1.8500000000000001,2.335
Detroit Lions,NFC North,3.4,2.46,2.9192857142857145,2.8650000000000002,2.75,2.9750000000000001
Chicago Bears,NFC North,4.2,1.95,3.5321428571428575,3.75,3.0625,4.0
Minnesota Vikings,NFC North,1001.0,95.0,334.625,251.0,213.5,332.25
New Orleans Saints,NFC South,1.33,1.2,1.2715789473684211,1.28,1.25,1.29
Carolina Panthers,NFC South,3.75,3.0,3.4647368421052631,3.5,3.25,3.625
Atlanta Falcons,NFC South,101.0,41.0,82.466666666666669,81.0,74.0,101.0
Tampa Bay Buccaneers,NFC South,1001.0,401.0,817.66666666666663,1001.0,626.0,1001.0
Seattle Seahawks,NFC West,1.5,1.36,1.4352631578947366,1.4399999999999999,1.3999999999999999,1.45
San Francisco 49ers,NFC West,2.88,2.33,2.5757894736842109,2.6000000000000001,2.5,2.6200000000000001
Arizona Cardinals,NFC West,101.0,15.3,51.647368421052626,51.0,51.0,51.0
St Louis Rams,NFC West,501.0,26.0,232.1764705882353,251.0,151.0,301.0
