name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.07,1.06,,1.06,1.08,1.06,1.07,,1.09,1.08,1.07,1.08,1.05,1.07,1.07,,1.05,1.09,1.14,1.09,1.07,,1.11,,
bor dortmund,Germany,,9.0,12.0,,12.0,8.5,8.0,13.0,,8.0,9.0,8.0,8.0,10.0,9.0,12.0,,10.0,8.0,7.5,8.0,8.5,,8.41,,
wolfsburg,Germany,,26.0,21.0,,21.0,26.0,17.0,19.0,,41.0,26.0,21.0,21.0,23.0,21.0,21.0,,23.0,41.0,13.0,41.0,25.0,,27.0,,
schalke 04,Germany,,101.0,67.0,,67.0,101.0,67.0,67.0,,81.0,81.0,51.0,81.0,67.0,101.0,67.0,,67.0,81.0,75.0,81.0,101.0,,190.0,,
bayer leverkusen,Germany,,67.0,41.0,,41.0,67.0,51.0,67.0,,351.0,67.0,67.0,67.0,51.0,67.0,51.0,,51.0,351.0,75.0,351.0,67.0,,24.0,,
fc koln,Germany,,,501.0,,501.0,501.0,301.0,501.0,,601.0,501.0,501.0,501.0,501.0,751.0,501.0,,501.0,601.0,501.0,601.0,501.0,,26.0,,
hamburg,Germany,,,501.0,,501.0,501.0,751.0,326.0,,1001.0,501.0,1001.0,501.0,501.0,501.0,501.0,,501.0,1001.0,501.0,1001.0,501.0,,16.2,,
werder bremen,Germany,,,251.0,,251.0,301.0,1001.0,501.0,,1001.0,501.0,1001.0,501.0,501.0,501.0,501.0,,501.0,1001.0,501.0,1001.0,601.0,,16.2,,
eintracht frankfurt,Germany,,,401.0,,401.0,501.0,501.0,501.0,,1001.0,401.0,501.0,501.0,501.0,501.0,501.0,,501.0,1001.0,501.0,1001.0,601.0,,29.0,,
mainz 05,Germany,,,401.0,,401.0,401.0,751.0,501.0,,601.0,301.0,1001.0,501.0,501.0,301.0,501.0,,501.0,601.0,501.0,601.0,601.0,,29.0,,
hertha berlin,Germany,,,1001.0,,1001.0,501.0,1001.0,501.0,,1501.0,1001.0,501.0,751.0,751.0,751.0,751.0,,751.0,1501.0,751.0,1501.0,601.0,,18.6,,
ingolstadt,Germany,,,1001.0,,1001.0,751.0,1001.0,501.0,,801.0,751.0,1001.0,1001.0,1501.0,2001.0,1001.0,,1501.0,801.0,501.0,801.0,601.0,,26.0,,
bor monchengladbach,Germany,,,251.0,,251.0,201.0,501.0,276.0,,2501.0,251.0,251.0,251.0,151.0,81.0,251.0,,151.0,2501.0,501.0,2501.0,301.0,,26.0,,
hoffenheim,Germany,,,401.0,,401.0,501.0,2001.0,301.0,,2501.0,751.0,1001.0,501.0,751.0,751.0,401.0,,751.0,2501.0,501.0,2501.0,301.0,,26.0,,
augsburg,Germany,,,501.0,,501.0,501.0,1501.0,501.0,,2501.0,501.0,1001.0,751.0,751.0,501.0,501.0,,751.0,2501.0,501.0,2501.0,601.0,,29.0,,
vfb stuttgart,Germany,,,751.0,,751.0,501.0,1001.0,501.0,,3001.0,1001.0,501.0,751.0,751.0,501.0,751.0,,751.0,3001.0,501.0,3001.0,601.0,,16.2,,
darmstadt,Germany,,,2001.0,,2001.0,1001.0,5001.0,501.0,,6001.0,5001.0,2501.0,2501.0,2501.0,2501.0,2501.0,,2501.0,6001.0,1001.0,6001.0,501.0,,26.0,,
hannover,Germany,,,1251.0,,1251.0,501.0,1001.0,501.0,,7001.0,1001.0,1001.0,1001.0,751.0,751.0,751.0,,751.0,7001.0,1001.0,7001.0,601.0,,16.2,,
