name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.04,1.02,1.04,,1.04,1.03,1.05,1.04,,,1.04,1.06,1.03,1.04,1.02,1.04,,1.04,,1.07,,1.06,,,,
bor dortmund,Germany,15.0,17.0,15.0,,15.0,15.0,15.0,17.0,,,15.0,12.0,15.0,15.0,17.0,15.0,,15.0,,10.0,,10.0,,,,
wolfsburg,Germany,51.0,51.0,41.0,,41.0,34.0,21.0,41.0,,,51.0,51.0,51.0,29.0,41.0,41.0,,29.0,,41.0,,41.0,,,,
bayer leverkusen,Germany,67.0,67.0,41.0,,41.0,81.0,21.0,56.0,,,67.0,51.0,101.0,41.0,51.0,67.0,,41.0,,67.0,,67.0,,,,
schalke 04,Germany,81.0,81.0,51.0,,51.0,81.0,51.0,56.0,,,67.0,51.0,101.0,81.0,67.0,67.0,,81.0,,81.0,,81.0,,,,
bor monchengladbach,Germany,401.0,,251.0,,251.0,201.0,81.0,301.0,,,251.0,201.0,751.0,151.0,201.0,251.0,,151.0,,501.0,,401.0,,,,
fc koln,Germany,751.0,,751.0,,751.0,501.0,501.0,501.0,,,751.0,751.0,751.0,501.0,751.0,501.0,,501.0,,501.0,,601.0,,,,
eintracht frankfurt,Germany,501.0,,751.0,,751.0,501.0,751.0,501.0,,,751.0,501.0,501.0,501.0,501.0,501.0,,501.0,,501.0,,501.0,,,,
hamburg,Germany,751.0,,501.0,,501.0,501.0,1001.0,301.0,,,751.0,751.0,751.0,751.0,501.0,501.0,,751.0,,501.0,,501.0,,,,
hertha berlin,Germany,1501.0,,751.0,,751.0,501.0,751.0,501.0,,,1001.0,401.0,1001.0,501.0,501.0,751.0,,501.0,,501.0,,501.0,,,,
vfb stuttgart,Germany,1501.0,,1001.0,,1001.0,501.0,1001.0,501.0,,,1001.0,401.0,1001.0,501.0,501.0,751.0,,501.0,,501.0,,501.0,,,,
werder bremen,Germany,501.0,,1001.0,,1001.0,301.0,1501.0,501.0,,,751.0,1501.0,751.0,751.0,501.0,501.0,,751.0,,501.0,,501.0,,,,
hoffenheim,Germany,501.0,,401.0,,401.0,501.0,1001.0,301.0,,,751.0,1501.0,751.0,1001.0,751.0,401.0,,1001.0,,501.0,,401.0,,,,
mainz 05,Germany,501.0,,751.0,,751.0,401.0,751.0,501.0,,,501.0,1501.0,751.0,501.0,501.0,501.0,,501.0,,501.0,,501.0,,,,
augsburg,Germany,751.0,,1001.0,,1001.0,501.0,1001.0,501.0,,,1001.0,1001.0,2001.0,751.0,501.0,501.0,,751.0,,501.0,,601.0,,,,
hannover,Germany,751.0,,2501.0,,2501.0,501.0,751.0,501.0,,,1501.0,1501.0,2501.0,1001.0,751.0,751.0,,1001.0,,1001.0,,1001.0,,,,
ingolstadt,Germany,2501.0,,1001.0,,1001.0,751.0,1501.0,501.0,,,751.0,1001.0,1501.0,1501.0,2001.0,1001.0,,1501.0,,501.0,,601.0,,,,
darmstadt,Germany,2501.0,,2001.0,,2001.0,1001.0,5001.0,501.0,,,2001.0,2001.0,2501.0,2001.0,2501.0,2501.0,,2001.0,,1001.0,,1001.0,,,,
barcelona,Spain,1.73,1.67,1.67,,1.67,1.67,1.67,1.73,,,1.67,1.73,1.73,1.7,1.66,1.73,,1.7,,1.85,,1.8,,,1.76,
real madrid,Spain,2.2,2.38,2.25,,2.25,2.25,2.25,2.2,,,2.2,2.2,2.15,2.2,2.25,2.2,,2.2,,2.05,,2.0,,,2.26,
atletico madrid,Spain,17.0,15.0,21.0,,21.0,23.0,17.0,19.0,,,26.0,17.0,17.0,19.0,17.0,19.0,,19.0,,21.0,,19.0,,,24.0,
valencia,Spain,151.0,201.0,101.0,,101.0,151.0,251.0,201.0,,,201.0,251.0,151.0,101.0,151.0,151.0,,101.0,,126.0,,126.0,,,171.0,
villarreal,Spain,151.0,51.0,201.0,,201.0,101.0,251.0,151.0,,,101.0,201.0,151.0,151.0,101.0,151.0,,151.0,,251.0,,251.0,,,204.0,
celta vigo,Spain,501.0,501.0,151.0,,151.0,201.0,501.0,501.0,,,251.0,251.0,151.0,501.0,251.0,251.0,,501.0,,501.0,,,,,276.0,
seville,Spain,751.0,,201.0,,201.0,501.0,251.0,251.0,,,251.0,251.0,251.0,151.0,151.0,201.0,,151.0,,126.0,,126.0,,,247.0,
athletic bilbao,Spain,1001.0,,1001.0,,1001.0,501.0,,301.0,,,1001.0,1001.0,751.0,751.0,501.0,1001.0,,751.0,,751.0,,701.0,,,369.0,
espanyol,Spain,1001.0,,1001.0,,1001.0,1001.0,1001.0,501.0,,,1501.0,1001.0,1001.0,1001.0,501.0,1001.0,,1001.0,,1001.0,,1001.0,,,732.0,
betis,Spain,4501.0,,2001.0,,2001.0,1001.0,5001.0,501.0,,,5001.0,1001.0,5001.0,5001.0,1001.0,5001.0,,5001.0,,3001.0,,1001.0,,,732.0,
eibar,Spain,4501.0,,4001.0,,4001.0,5001.0,5001.0,501.0,,,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,,5001.0,,4001.0,,,,,732.0,
malaga,Spain,1001.0,,1001.0,,1001.0,1001.0,501.0,501.0,,,5001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,1001.0,,1001.0,,1001.0,,,732.0,
real sociedad,Spain,1001.0,,1501.0,,1501.0,1501.0,1001.0,501.0,,,5001.0,1001.0,1501.0,1001.0,1001.0,1501.0,,1001.0,,1001.0,,,,,732.0,
rayo vallecano,Spain,1001.0,,3001.0,,3001.0,1501.0,2501.0,501.0,,,7501.0,1001.0,2501.0,2501.0,3001.0,2501.0,,2501.0,,1001.0,,,,,732.0,
deportivo la coruna,Spain,4501.0,,1751.0,,1751.0,1001.0,5001.0,501.0,,,10001.0,2001.0,5001.0,1501.0,1001.0,2501.0,,1501.0,,2001.0,,,,,732.0,
getafe,Spain,4501.0,,4001.0,,4001.0,2001.0,5001.0,501.0,,,10001.0,2001.0,5001.0,5001.0,5001.0,5001.0,,5001.0,,5001.0,,,,,732.0,
gijon,Spain,4501.0,,3001.0,,3001.0,2501.0,5001.0,501.0,,,10001.0,2001.0,5001.0,5001.0,5001.0,5001.0,,5001.0,,5001.0,,,,,732.0,
granada,Spain,4501.0,,3001.0,,3001.0,2001.0,5001.0,501.0,,,10001.0,3001.0,5001.0,5001.0,5001.0,5001.0,,5001.0,,5001.0,,,,,732.0,
