name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
heracles,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,751.0,751.0,501.0,,,751.0,,751.0,,751.0,501.0,751.0,1001.0,190.0,,
roda,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,801.0,751.0,1001.0,,,751.0,,801.0,,801.0,501.0,801.0,1001.0,190.0,,
sbv excelsior,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,751.0,901.0,1001.0,1001.0,,,1001.0,,801.0,,901.0,501.0,901.0,1001.0,190.0,,
de graafschap,Holland,1501.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,,901.0,1001.0,1001.0,,,751.0,,851.0,,901.0,501.0,901.0,1501.0,190.0,,
porto,Portugal,2.1,2.2,2.0,2.2,2.0,2.2,,2.1,,2.1,,,2.1,2.1,2.1,,2.05,2.1,2.1,2.2,2.1,2.0,2.14,,
benfica,Portugal,2.5,2.1,2.25,2.2,2.25,2.1,,2.1,,2.3,,,2.1,2.2,2.1,,2.2,2.2,2.3,2.2,2.3,2.6,2.23,,
sporting lisbon,Portugal,5.5,7.0,6.0,7.0,6.0,7.0,,6.5,,7.0,,,7.0,7.0,7.0,,6.5,7.0,7.0,7.0,7.0,5.3,6.7,,
braga,Portugal,81.0,67.0,67.0,67.0,67.0,67.0,,101.0,,67.0,,,81.0,67.0,34.0,,80.0,67.0,67.0,81.0,67.0,76.0,28.0,,
maritimo,Portugal,201.0,151.0,251.0,201.0,251.0,201.0,,226.0,,151.0,,,251.0,151.0,67.0,,170.0,151.0,151.0,201.0,151.0,201.0,48.0,,
nacional madeira,Portugal,201.0,151.0,251.0,151.0,251.0,201.0,,226.0,,151.0,,,251.0,151.0,101.0,,170.0,151.0,151.0,201.0,151.0,201.0,81.0,,
guimaraes,Portugal,151.0,151.0,201.0,151.0,201.0,201.0,,226.0,,151.0,,,251.0,151.0,251.0,,150.0,151.0,151.0,201.0,151.0,151.0,95.0,,
pacos ferreira,Portugal,201.0,201.0,251.0,201.0,251.0,201.0,,226.0,,201.0,,,251.0,151.0,251.0,,185.0,151.0,201.0,201.0,201.0,201.0,95.0,,
belenenses,Portugal,201.0,251.0,501.0,301.0,501.0,201.0,,226.0,,301.0,,,501.0,151.0,101.0,,221.0,151.0,301.0,301.0,301.0,201.0,81.0,,
estoril,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,226.0,,251.0,,,501.0,251.0,101.0,,221.0,251.0,251.0,351.0,251.0,251.0,81.0,,
boavista,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,376.0,,501.0,,,501.0,251.0,301.0,,301.0,251.0,501.0,351.0,501.0,251.0,95.0,,
rio ave,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,501.0,,201.0,,,501.0,251.0,201.0,,201.0,251.0,201.0,251.0,201.0,251.0,95.0,,
moreirense,Portugal,501.0,251.0,501.0,301.0,501.0,251.0,,501.0,,501.0,,,501.0,251.0,151.0,,451.0,251.0,501.0,501.0,501.0,510.0,95.0,,
academica viseu,Portugal,751.0,751.0,751.0,751.0,751.0,501.0,,501.0,,751.0,,,751.0,501.0,301.0,,601.0,501.0,751.0,501.0,751.0,801.0,95.0,,
arouca,Portugal,751.0,501.0,751.0,751.0,751.0,501.0,,501.0,,501.0,,,751.0,501.0,501.0,,551.0,501.0,501.0,751.0,501.0,801.0,95.0,,
tondela,Portugal,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,,1001.0,,,1001.0,501.0,1001.0,,851.0,501.0,1001.0,1001.0,1001.0,1000.0,95.0,,
u madeira,Portugal,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,,1001.0,,,1001.0,501.0,1001.0,,851.0,501.0,1001.0,1001.0,1001.0,1000.0,95.0,,
vitoria setubal,Portugal,501.0,501.0,1001.0,751.0,1001.0,251.0,,501.0,,751.0,,,1001.0,501.0,1001.0,,601.0,501.0,751.0,751.0,751.0,,95.0,,
chaves,Portugal,,,,,,,,,,,,,1001.0,,,,,,,,,,,,
fenerbahce,Turkey,2.0,2.0,,,,2.5,2.38,2.3,2.25,2.0,,,,,2.1,,,,2.0,2.4,2.0,1.95,,,
galatasaray,Turkey,2.75,2.75,,,,2.5,2.38,2.62,2.6,2.8,,,,,2.62,,,,2.8,2.6,2.8,2.8,,,
besiktas,Turkey,9.0,8.0,,,,5.5,7.0,6.5,7.0,9.5,,,,,8.0,,,,9.5,7.0,9.5,9.0,,,
trabzonspor,Turkey,17.0,17.0,,,,8.0,11.0,9.0,11.0,18.0,,,,,13.0,,,,18.0,11.0,18.0,17.5,,,
bursaspor,Turkey,21.0,21.0,,,,11.0,13.0,12.0,13.0,22.0,,,,,17.0,,,,22.0,12.0,22.0,21.0,,,
istanbul bb,Turkey,41.0,34.0,,,,26.0,34.0,26.0,29.0,46.0,,,,,34.0,,,,46.0,21.0,46.0,41.0,,,
kasimpasa,Turkey,51.0,34.0,,,,26.0,34.0,26.0,29.0,56.0,,,,,34.0,,,,56.0,26.0,56.0,51.0,,,
mersin i y,Turkey,67.0,67.0,,,,51.0,67.0,67.0,51.0,71.0,,,,,67.0,,,,71.0,51.0,71.0,67.0,,,
gaziantepspor,Turkey,101.0,67.0,,,,41.0,51.0,41.0,51.0,106.0,,,,,67.0,,,,106.0,41.0,106.0,101.0,,,
genclerbirligi,Turkey,101.0,67.0,,,,41.0,51.0,41.0,51.0,121.0,,,,,67.0,,,,121.0,41.0,121.0,101.0,,,
konyaspor,Turkey,101.0,101.0,,,,101.0,151.0,101.0,101.0,156.0,,,,,101.0,,,,156.0,101.0,156.0,101.0,,,
eskisehirspor,Turkey,201.0,151.0,,,,101.0,151.0,101.0,126.0,206.0,,,,,151.0,,,,206.0,101.0,206.0,201.0,,,
kayserispor,Turkey,201.0,151.0,,,,151.0,201.0,101.0,151.0,211.0,,,,,151.0,,,,211.0,151.0,211.0,201.0,,,
sivasspor,Turkey,201.0,151.0,,,,81.0,151.0,101.0,101.0,211.0,,,,,151.0,,,,211.0,81.0,211.0,201.0,,,
akhisar,Turkey,251.0,101.0,,,,81.0,101.0,81.0,101.0,256.0,,,,,151.0,,,,256.0,81.0,256.0,251.0,,,
rizespor,Turkey,251.0,201.0,,,,101.0,151.0,101.0,126.0,261.0,,,,,201.0,,,,261.0,101.0,261.0,251.0,,,
antalyaspor,Turkey,101.0,201.0,,,,34.0,251.0,276.0,201.0,281.0,,,,,101.0,,,,281.0,34.0,281.0,101.0,,,
osmanlispor,Turkey,501.0,501.0,,,,501.0,501.0,501.0,501.0,,,,,,501.0,,,,,501.0,,501.0,,,
