name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Eintracht Frankfurt,Germany,501.0,501.0,251.0,,251.0,501.0,501.0,201.0,,300.0,201.0,501.0,501.0,351.0,751.0,151.0,300.0,501.0,,501.0,250.0,371.0,328.0,
Mainz 05,Germany,751.0,301.0,301.0,,301.0,251.0,301.0,301.0,,200.0,301.0,501.0,501.0,351.0,751.0,151.0,200.0,401.0,,301.0,400.0,570.0,532.0,
Hoffenheim,Germany,751.0,401.0,201.0,301.0,201.0,351.0,251.0,251.0,,200.0,351.0,501.0,501.0,351.0,751.0,151.0,200.0,501.0,,251.0,540.0,760.0,713.0,
Hertha Berlin,Germany,751.0,501.0,401.0,,401.0,401.0,251.0,401.0,,200.0,351.0,501.0,501.0,501.0,1001.0,251.0,200.0,501.0,,301.0,230.0,333.0,304.0,
Freiburg,Germany,501.0,501.0,501.0,,501.0,501.0,501.0,401.0,,1000.0,751.0,1001.0,501.0,751.0,751.0,501.0,1000.0,701.0,,751.0,535.0,760.0,708.0,
Augsburg,Germany,3001.0,2001.0,1001.0,,1001.0,1001.0,2501.0,401.0,,300.0,2001.0,1001.0,1001.0,1501.0,2501.0,251.0,300.0,2501.0,,2001.0,540.0,760.0,713.0,
Nurnberg,Germany,3001.0,751.0,751.0,,751.0,501.0,1001.0,501.0,,1000.0,1001.0,1501.0,1001.0,751.0,1501.0,501.0,1000.0,1001.0,,1001.0,540.0,760.0,713.0,
Braunschweig,Germany,5001.0,3001.0,5001.0,,5001.0,1501.0,5001.0,501.0,,3000.0,5001.0,5001.0,5001.0,2501.0,5001.0,2001.0,3000.0,5001.0,,251.0,540.0,760.0,713.0,
Barcelona,Spain,1.57,1.57,1.57,1.62,1.57,,1.57,1.62,1.57,,1.45,,,1.53,,,,1.55,,1.6,1.49,1.62,1.57,
Real Madrid,Spain,2.5,2.62,2.38,2.38,2.38,,2.38,2.4,2.38,,2.7,,,2.5,,,,2.5,,2.5,2.56,2.65,2.6,
Atletico Madrid,Spain,21.0,23.0,26.0,26.0,26.0,,51.0,34.0,23.0,,34.0,,,34.0,,,,51.0,,41.0,15.5,18.1,15.7,
Valencia,Spain,501.0,401.0,201.0,201.0,201.0,,251.0,91.0,251.0,,301.0,,,251.0,,,,501.0,,401.0,215.0,485.0,271.0,
Athl Bilbao,Spain,501.0,501.0,301.0,401.0,301.0,,1001.0,401.0,501.0,,751.0,,,501.0,,,,1001.0,,1001.0,186.0,266.0,233.0,
Betis,Spain,,751.0,501.0,501.0,501.0,,751.0,501.0,501.0,,751.0,,,751.0,,,,1001.0,,1001.0,275.0,390.0,356.0,
Real Sociedad,Spain,,501.0,401.0,301.0,401.0,,401.0,201.0,401.0,,1001.0,,,501.0,,,,751.0,,501.0,270.0,390.0,352.0,
Sevilla,Spain,,751.0,1001.0,401.0,1001.0,,1001.0,176.0,1001.0,,1001.0,,,501.0,,,,1001.0,,,350.0,485.0,451.0,
Malaga,Spain,1001.0,751.0,1001.0,301.0,1001.0,,1001.0,326.0,501.0,,1001.0,,,751.0,,,,1001.0,,1001.0,615.0,950.0,888.0,
Espanyol,Spain,1001.0,,501.0,,501.0,,1001.0,1001.0,1001.0,,1501.0,,,,,,,1501.0,,1501.0,360.0,513.0,480.0,
Villarreal,Spain,501.0,,501.0,,501.0,,1501.0,,3001.0,,751.0,,,,,,,1501.0,,,144.0,190.0,177.0,
Celta Vigo,Spain,,,2001.0,,2001.0,,2501.0,1501.0,2001.0,,2501.0,,,,,,,3001.0,,,615.0,950.0,888.0,
Getafe,Spain,,,1501.0,,1501.0,,2001.0,1001.0,1501.0,,5001.0,,,,,,,2001.0,,,615.0,950.0,888.0,
Granada,Spain,,,3001.0,,3001.0,,5001.0,3001.0,3001.0,,5001.0,,,,,,,5001.0,,,615.0,950.0,888.0,
Levante,Spain,,,2501.0,,2501.0,,2501.0,2001.0,2501.0,,5001.0,,,,,,,3501.0,,,615.0,950.0,888.0,
Valladolid,Spain,,,2501.0,,2501.0,,3001.0,2501.0,3001.0,,5001.0,,,,,,,3501.0,,,615.0,950.0,888.0,
Osasuna,Spain,,,4001.0,,4001.0,,5001.0,2501.0,3001.0,,7501.0,,,,,,,5001.0,,,615.0,950.0,888.0,
Rayo Vallecano,Spain,,,2001.0,,2001.0,,5001.0,1001.0,1501.0,,8001.0,,,,,,,5001.0,,,615.0,950.0,888.0,
Almeria,Spain,,,7501.0,,7501.0,,7501.0,,,,9001.0,,,,,,,8001.0,,,615.0,950.0,888.0,
Elche,Spain,,,7501.0,,7501.0,,7501.0,5001.0,7501.0,,9001.0,,,,,,,8001.0,,,615.0,950.0,888.0,
Man City,England,2.88,2.75,2.88,2.88,2.88,2.75,2.75,2.75,2.75,2.8,2.8,2.75,2.75,2.75,2.75,2.8,2.8,2.8,2.75,2.75,2.94,2.95,2.9,
Chelsea,England,4.0,4.33,4.0,4.2,4.0,4.0,3.75,4.0,3.5,4.0,3.2,4.0,3.5,3.75,3.75,4.0,4.0,4.0,4.0,4.0,4.3,4.51,4.32,
Man Utd,England,5.0,5.5,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.0,5.5,5.0,5.5,5.5,5.5,5.0,5.5,5.4,5.37,5.37,
Arsenal,England,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,8.0,7.5,7.5,7.5,7.0,7.5,7.5,7.5,7.5,7.5,7.8,7.84,7.84,
Tottenham,England,11.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,11.0,9.0,11.0,11.0,10.5,12.0,12.0,11.0,12.0,9.2,10.0,10.0,
Liverpool,England,13.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,13.0,15.0,15.0,15.0,13.0,13.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,14.8,15.3,
Everton,England,151.0,251.0,,251.0,201.0,401.0,251.0,176.0,201.0,200.0,301.0,201.0,151.0,201.0,151.0,201.0,200.0,251.0,201.0,201.0,158.0,209.0,200.0,
Southampton,England,1001.0,1501.0,2001.0,2001.0,2001.0,1501.0,1501.0,2001.0,1501.0,1500.0,2001.0,1251.0,1001.0,1501.0,1001.0,2001.0,1500.0,2001.0,,2001.0,660.0,950.0,950.0,
Swansea,England,1001.0,1251.0,1501.0,1501.0,1501.0,2001.0,2501.0,1001.0,1001.0,1000.0,2501.0,2501.0,1501.0,1501.0,1001.0,2001.0,1000.0,2001.0,,2001.0,660.0,922.0,950.0,
Aston Villa,England,2001.0,1501.0,2001.0,1001.0,2001.0,1501.0,1501.0,2001.0,1501.0,2000.0,2501.0,1501.0,1501.0,1501.0,1001.0,2501.0,2000.0,2501.0,,2001.0,660.0,950.0,950.0,
Newcastle,England,1501.0,1001.0,2001.0,2001.0,2001.0,1501.0,1501.0,1001.0,,1500.0,4001.0,2501.0,1501.0,1501.0,2001.0,2001.0,1500.0,2501.0,,1501.0,660.0,950.0,950.0,
Fulham,England,2501.0,2001.0,2001.0,2501.0,2001.0,2001.0,2501.0,2001.0,1501.0,3000.0,5001.0,5001.0,3001.0,2501.0,2001.0,3001.0,3000.0,3001.0,,2501.0,660.0,950.0,950.0,
Norwich,England,5001.0,3001.0,2501.0,,2501.0,5001.0,3001.0,5001.0,,5000.0,5001.0,5001.0,5001.0,5001.0,3001.0,5001.0,5000.0,5001.0,,4001.0,660.0,950.0,950.0,
Stoke,England,2501.0,2501.0,2501.0,,2501.0,2001.0,3001.0,4001.0,,3000.0,5001.0,2501.0,5001.0,2501.0,3001.0,4001.0,3000.0,5001.0,,2501.0,660.0,950.0,950.0,
West Brom,England,3001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2501.0,2001.0,1001.0,3000.0,5001.0,5001.0,2501.0,2001.0,2001.0,3001.0,3000.0,4001.0,,3001.0,660.0,950.0,950.0,
West Ham,England,2501.0,2001.0,2001.0,3001.0,2001.0,2001.0,2501.0,2001.0,1501.0,2500.0,5001.0,5001.0,2001.0,2501.0,2001.0,3001.0,2500.0,2501.0,,3001.0,660.0,950.0,950.0,
Cardiff,England,5001.0,5001.0,5001.0,,5001.0,5001.0,5001.0,3001.0,,5000.0,7501.0,5001.0,7501.0,5001.0,3001.0,5001.0,5000.0,5001.0,,5001.0,660.0,950.0,950.0,
Hull,England,5001.0,7501.0,5001.0,,5001.0,5001.0,7501.0,7501.0,,7500.0,7501.0,5001.0,7501.0,5001.0,5001.0,7501.0,7500.0,7501.0,,5001.0,660.0,950.0,950.0,
Sunderland,England,7501.0,2001.0,2501.0,,2501.0,2001.0,3001.0,5001.0,,5000.0,7501.0,7501.0,3001.0,5001.0,3001.0,7501.0,5000.0,7501.0,,5001.0,660.0,950.0,950.0,
Crystal Palace,England,10001.0,,7501.0,,7501.0,5001.0,10001.0,10001.0,,7500.0,10001.0,10001.0,10001.0,7501.0,7501.0,10001.0,7500.0,8001.0,,7501.0,660.0,950.0,950.0,
PSG,France,1.36,1.33,1.36,1.36,1.36,,1.36,1.36,1.36,1.36,,,,1.33,,,1.36,1.36,,1.35,,1.42,1.34,
Monaco,France,3.25,3.5,3.25,3.25,3.25,,3.0,3.3,3.25,3.5,,,,3.25,,,3.5,3.3,,3.5,3.35,3.47,3.33,
Marseille,France,29.0,34.0,23.0,23.0,23.0,,21.0,26.0,26.0,30.0,,,,29.0,,,30.0,36.0,,34.0,6.2,9.55,7.08,
Lille,France,51.0,67.0,51.0,51.0,51.0,,34.0,31.0,51.0,60.0,,,,51.0,,,60.0,67.0,,51.0,23.0,32.0,25.0,
Lyon,France,101.0,51.0,67.0,67.0,67.0,,34.0,81.0,67.0,60.0,,,,81.0,,,60.0,81.0,,51.0,60.0,71.0,67.0,
St Etienne,France,101.0,81.0,101.0,101.0,101.0,,126.0,101.0,101.0,80.0,,,,81.0,,,80.0,126.0,,101.0,78.0,105.0,91.0,
Nice,France,201.0,201.0,101.0,126.0,101.0,,151.0,101.0,201.0,150.0,,,,151.0,,,150.0,201.0,,151.0,150.0,209.0,186.0,
Rennes,France,201.0,151.0,151.0,101.0,151.0,,201.0,81.0,126.0,200.0,,,,151.0,,,200.0,251.0,,151.0,42.0,76.0,46.0,
Bordeaux,France,401.0,251.0,401.0,301.0,401.0,,301.0,501.0,401.0,500.0,,,,251.0,,,500.0,501.0,,501.0,62.0,76.0,70.0,
Lorient,France,501.0,401.0,401.0,401.0,401.0,,301.0,501.0,401.0,500.0,,,,501.0,,,500.0,501.0,,501.0,42.0,76.0,46.0,
Toulouse,France,501.0,401.0,501.0,301.0,501.0,,251.0,401.0,401.0,250.0,,,,501.0,,,250.0,501.0,,301.0,74.0,95.0,87.0,
Montpellier,France,501.0,401.0,401.0,351.0,401.0,,401.0,501.0,501.0,500.0,,,,251.0,,,500.0,501.0,,501.0,365.0,523.0,485.0,
Bastia,France,751.0,751.0,751.0,,751.0,,751.0,501.0,501.0,1000.0,,,,751.0,,,1000.0,1001.0,,1001.0,42.0,76.0,45.0,
Reims,France,751.0,751.0,751.0,,751.0,,751.0,501.0,1001.0,750.0,,,,751.0,,,750.0,1001.0,,751.0,42.0,76.0,46.0,
Ajaccio,France,1501.0,1251.0,,,,,1001.0,501.0,1001.0,1000.0,,,,751.0,,,1000.0,1501.0,,1501.0,42.0,76.0,46.0,
Evian,France,,1001.0,751.0,,751.0,,1501.0,501.0,1001.0,1000.0,,,,751.0,,,1000.0,1501.0,,1501.0,42.0,76.0,46.0,
Sochaux,France,1501.0,1001.0,,,,,1001.0,501.0,1001.0,1500.0,,,,751.0,,,1500.0,1001.0,,1501.0,42.0,76.0,46.0,
Valenciennes,France,1001.0,1001.0,,,,,501.0,501.0,501.0,1500.0,,,,751.0,,,1500.0,1001.0,,1501.0,42.0,76.0,46.0,
Guingamp,France,1501.0,1251.0,,,,,1501.0,501.0,1001.0,1000.0,,,,1001.0,,,1000.0,2001.0,,1501.0,42.0,76.0,46.0,
Nantes,France,1001.0,1501.0,,,,,1001.0,501.0,1001.0,500.0,,,,751.0,,,500.0,2001.0,,1501.0,42.0,76.0,46.0,
Juventus,Italy,1.67,1.53,1.57,1.57,1.57,,1.57,1.53,1.67,,1.57,,,1.67,,1.6,,1.55,,1.6,1.61,1.63,1.6,
Napoli,Italy,4.0,4.33,4.0,4.0,4.0,,4.5,4.33,4.0,,4.33,,,3.5,,4.0,,4.3,,4.5,4.4,4.61,4.42,
Inter,Italy,13.0,11.0,10.0,10.0,10.0,,11.0,10.0,10.0,,11.0,,,11.0,,9.0,,11.0,,11.0,9.0,10.0,9.17,
Roma,Italy,10.0,12.0,10.0,11.0,10.0,,9.0,10.0,10.0,,11.0,,,13.0,,9.0,,13.0,,12.0,11.0,11.9,11.4,
Fiorentina,Italy,17.0,15.0,17.0,17.0,17.0,,21.0,26.0,17.0,,15.0,,,17.0,,21.0,,23.0,,21.0,29.0,34.0,30.0,
AC Milan,Italy,29.0,26.0,26.0,23.0,26.0,,15.0,23.0,26.0,,21.0,,,17.0,,34.0,,23.0,,21.0,31.0,36.0,32.0,
Lazio,Italy,81.0,101.0,81.0,81.0,81.0,,67.0,81.0,81.0,,81.0,,,101.0,,151.0,,151.0,,101.0,82.0,105.0,99.0,
Udinese,Italy,176.0,151.0,101.0,126.0,101.0,,81.0,101.0,101.0,,251.0,,,151.0,,501.0,,201.0,,151.0,162.0,238.0,204.0,
Cagliari,Italy,1001.0,751.0,501.0,,501.0,,751.0,501.0,751.0,,1001.0,,,,,501.0,,1001.0,,751.0,106.0,133.0,127.0,
Atalanta,Italy,1001.0,751.0,,,,,501.0,501.0,501.0,,1001.0,,,,,751.0,,1001.0,,751.0,615.0,950.0,888.0,
Genoa,Italy,1001.0,751.0,501.0,,501.0,,1001.0,501.0,501.0,,751.0,,,,,751.0,,1001.0,,1001.0,615.0,950.0,888.0,
Parma,Italy,751.0,751.0,501.0,,501.0,,501.0,501.0,501.0,,751.0,,,,,751.0,,1001.0,,751.0,615.0,950.0,888.0,
Sampdoria,Italy,1001.0,751.0,,,1001.0,,501.0,501.0,501.0,,751.0,,,,,751.0,,1001.0,,751.0,615.0,950.0,888.0,
Torino,Italy,751.0,751.0,501.0,,501.0,,751.0,501.0,1001.0,,1001.0,,,,,751.0,,1001.0,,751.0,615.0,950.0,888.0,
Bologna,Italy,1501.0,1001.0,,,,,751.0,501.0,751.0,,1001.0,,,,,751.0,,1001.0,,1001.0,615.0,950.0,888.0,
Catania,Italy,1501.0,751.0,,,,,751.0,501.0,501.0,,751.0,,,,,751.0,,1001.0,,751.0,615.0,950.0,888.0,
Chievo,Italy,2001.0,1001.0,,,,,751.0,501.0,751.0,,1001.0,,,,,751.0,,1001.0,,1001.0,615.0,950.0,888.0,
Livorno,Italy,1001.0,1001.0,,,,,2001.0,501.0,1501.0,,1501.0,,,,,751.0,,2001.0,,2001.0,615.0,950.0,888.0,
Verona,Italy,1001.0,1001.0,501.0,,501.0,,2001.0,501.0,1501.0,,751.0,,,,,751.0,,1001.0,,2001.0,615.0,950.0,888.0,
Sassuolo,Italy,,5001.0,,,,,5001.0,501.0,1501.0,,5001.0,,,,,751.0,,2501.0,,5001.0,615.0,950.0,888.0,
Celtic,Scotland,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.01,1.0,1.0,1.01,,1.01,1.0,,1.02,1.04,1.02,
Motherwell,Scotland,67.0,67.0,,81.0,,,34.0,67.0,67.0,75.0,67.0,51.0,67.0,51.0,67.0,67.0,75.0,81.0,67.0,,24.0,36.0,26.0,
Inverness,Scotland,81.0,101.0,,101.0,,,51.0,67.0,81.0,75.0,81.0,81.0,67.0,81.0,101.0,81.0,75.0,101.0,81.0,,17.5,24.0,18.1,
Aberdeen,Scotland,81.0,81.0,,67.0,,,51.0,67.0,67.0,60.0,51.0,67.0,67.0,67.0,81.0,81.0,60.0,121.0,81.0,,29.0,40.0,31.0,
Dundee Utd,Scotland,251.0,251.0,,251.0,,,251.0,251.0,,250.0,251.0,251.0,251.0,251.0,351.0,251.0,250.0,351.0,,,92.0,133.0,110.0,
Hibernian,Scotland,301.0,301.0,,351.0,,,151.0,501.0,151.0,300.0,201.0,251.0,301.0,251.0,401.0,351.0,300.0,501.0,,,92.0,133.0,110.0,
St Johnstone,Scotland,301.0,301.0,,351.0,,,251.0,501.0,201.0,300.0,301.0,301.0,251.0,251.0,501.0,301.0,300.0,351.0,,,92.0,133.0,110.0,
Partick,Scotland,751.0,751.0,,,,,751.0,1001.0,,1000.0,751.0,301.0,301.0,501.0,1001.0,751.0,1000.0,1001.0,,,84.0,124.0,101.0,
Kilmarnock,Scotland,1251.0,1501.0,,,,,2001.0,2501.0,,1500.0,1001.0,1251.0,1001.0,751.0,1001.0,1001.0,1500.0,1501.0,,,92.0,133.0,110.0,
Ross County,Scotland,1001.0,751.0,,401.0,,,401.0,2501.0,,1000.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1000.0,1001.0,,,92.0,133.0,110.0,
Hearts,Scotland,2001.0,2501.0,,,,,301.0,5001.0,,5000.0,1251.0,3001.0,1001.0,1001.0,2001.0,1501.0,5000.0,2501.0,,,92.0,133.0,110.0,
St Mirren,Scotland,1751.0,1501.0,,,,,501.0,5001.0,,2000.0,1251.0,3001.0,1001.0,1001.0,1001.0,1501.0,2000.0,2501.0,,,92.0,133.0,110.0,
PSV Eindhoven,Holland,2.0,2.1,,2.1,,,2.0,2.1,,2.15,,,2.1,,,2.1,2.15,2.0,,2.1,,2.18,,
Ajax,Holland,2.38,2.38,,2.38,,,2.5,2.38,,2.3,,,2.38,,,2.3,2.3,2.35,,2.35,,2.46,,
Twente,Holland,13.0,13.0,,12.0,,,11.0,13.0,,10.0,,,9.0,,,15.0,10.0,13.0,,10.0,,10.5,,
Feyenoord,Holland,15.0,17.0,,17.0,,,13.0,17.0,,10.0,,,15.0,,,18.0,10.0,16.0,,15.0,,10.0,,
Vitesse,Holland,26.0,26.0,,26.0,,,26.0,26.0,,20.0,,,26.0,,,34.0,20.0,26.0,,26.0,,22.0,,
AZ Alkmaar,Holland,34.0,34.0,,26.0,,,21.0,26.0,,35.0,,,34.0,,,25.0,35.0,36.0,,26.0,,28.0,,
Heerenveen,Holland,34.0,34.0,,41.0,,,34.0,41.0,,40.0,,,34.0,,,36.0,40.0,36.0,,41.0,,36.0,,
Utrecht,Holland,51.0,67.0,,51.0,,,67.0,51.0,,75.0,,,126.0,,,41.0,75.0,61.0,,51.0,,52.0,,
Zwolle,Holland,126.0,101.0,,,,,101.0,101.0,,125.0,,,151.0,,,61.0,125.0,121.0,,126.0,,71.0,,
Groningen,Holland,101.0,,,81.0,,,126.0,,,150.0,,,151.0,,,151.0,150.0,121.0,,151.0,,95.0,,
NAC Breda,Holland,501.0,,,,,,501.0,,,400.0,,,,,,751.0,400.0,501.0,,,,276.0,,
Heracles,Holland,751.0,,,,,,301.0,,,750.0,,,,,,501.0,750.0,801.0,,,,276.0,,
Cambuur,Holland,1001.0,,,,,,751.0,,,750.0,,,,,,501.0,750.0,1001.0,,,,276.0,,
Den Haag,Holland,1001.0,,,,,,251.0,,,1000.0,,,,,,251.0,1000.0,1001.0,,,,276.0,,
Go Ahead Eagles,Holland,501.0,,,,,,1001.0,,,750.0,,,,,,1001.0,750.0,501.0,,,,276.0,,
Roda,Holland,1001.0,,,,,,501.0,,,750.0,,,,,,1001.0,750.0,1001.0,,,,276.0,,
NEC Nijmegen,Holland,2001.0,,,,,,501.0,,,1000.0,,,,,,1001.0,1000.0,2001.0,,,,276.0,,
Waalwijk,Holland,2001.0,,,,,,501.0,,,1000.0,,,,,,751.0,1000.0,2001.0,,,,276.0,,
Porto,Portugal,1.67,1.73,,1.73,,,1.5,1.73,,,,,,,1.62,1.75,1.6,1.5,,,,1.63,,
Benfica,Portugal,2.38,2.38,,2.3,,,2.62,2.3,,,,,,,2.62,2.3,2.4,2.5,,,,2.6,,
Sporting Lisbon,Portugal,13.0,13.0,,12.0,,,21.0,12.0,,,,,,,15.0,9.0,16.0,21.0,,,,10.0,,
Braga,Portugal,34.0,34.0,,26.0,,,51.0,21.0,,,,,,,26.0,21.0,40.0,51.0,,,,36.0,,
Estoril,Portugal,501.0,,,,,,,,,,,,,,351.0,251.0,200.0,501.0,,,,32.0,,
Guimaraes,Portugal,,,,,,,,,,,,,,,501.0,251.0,,501.0,,,,32.0,,
Nacional,Portugal,501.0,,,,,,,,,,,,,,501.0,351.0,400.0,501.0,,,,32.0,,
Rio Ave,Portugal,501.0,,,,,,,,,,,,,,501.0,251.0,200.0,501.0,,,,32.0,,
Maritimo,Portugal,501.0,,,,,,,,,,,,,,401.0,251.0,400.0,501.0,,,,52.0,,
Pacos Ferreira,Portugal,,,,,,,,,,,,,,,501.0,351.0,,501.0,,,,181.0,,
Academica,Portugal,,,,,,,,,,,,,,,501.0,501.0,,751.0,,,,32.0,,
Gil Vicente,Portugal,501.0,,,,,,,,,,,,,,1001.0,501.0,400.0,501.0,,,,32.0,,
Olhanense,Portugal,,,,,,,,,,,,,,,1001.0,501.0,,501.0,,,,32.0,,
Vitoria Setubal,Portugal,,,,,,,,,,,,,,,1001.0,501.0,,1001.0,,,,32.0,,
Arouca,Portugal,,,,,,,,,,,,,,,2001.0,1001.0,,2001.0,,,,32.0,,
Belenenses,Portugal,,,,,,,,,,,,,,,2001.0,1001.0,,2001.0,,,,32.0,,
Galatasaray,Turkey,1.83,,,,,,1.8,,,,,,,,,1.8,1.8,1.8,1.8,,,1.95,,
Fenerbahce,Turkey,2.75,,,,,,2.75,,,,,,,,,2.75,2.75,2.75,2.88,,,2.01,,
Besiktas,Turkey,5.5,,,,,,5.0,,,,,,,,,5.5,5.5,5.5,6.0,,,3.38,,
Trabzonspor,Turkey,34.0,,,,,,41.0,,,,,,,,,41.0,40.0,41.0,51.0,,,32.0,,
Kasimpasa,Turkey,51.0,,,,,,67.0,,,,,,,,,51.0,60.0,67.0,51.0,,,32.0,,
Bursaspor,Turkey,81.0,,,,,,34.0,,,,,,,,,51.0,70.0,81.0,67.0,,,32.0,,
Eskisehirspor,Turkey,201.0,,,,,,101.0,,,,,,,,,201.0,200.0,201.0,,,,32.0,,
Rizespor,Turkey,51.0,,,,,,251.0,,,,,,,,,101.0,70.0,,,,,32.0,,
Erciyesspor,Turkey,251.0,,,,,,251.0,,,,,,,,,251.0,300.0,,,,,32.0,,
Elazigspor,Turkey,301.0,,,,,,251.0,,,,,,,,,251.0,250.0,301.0,,,,32.0,,
Genclerbirligi,Turkey,301.0,,,,,,101.0,,,,,,,,,151.0,250.0,301.0,,,,32.0,,
Karabukspor,Turkey,301.0,,,,,,151.0,,,,,,,,,251.0,250.0,301.0,,,,32.0,,
Sivasspor,Turkey,301.0,,,,,,101.0,,,,,,,,,201.0,250.0,301.0,,,,32.0,,
Kayserispor,Turkey,401.0,,,,,,101.0,,,,,,,,,201.0,200.0,401.0,,,,32.0,,
Konyaspor,Turkey,401.0,,,,,,251.0,,,,,,,,,251.0,400.0,,,,,32.0,,
Antalyaspor,Turkey,501.0,,,,,,101.0,,,,,,,,,201.0,400.0,501.0,,,,32.0,,
Akhisar,Turkey,751.0,,,,,,251.0,,,,,,,,,251.0,600.0,801.0,,,,32.0,,
Gaziantepspor,Turkey,1001.0,,,,,,101.0,,,,,,,,,501.0,750.0,1001.0,,,,32.0,,
Cruzeiro,Brazil,1.14,,,,,,,,,,,,,,,,1.2,1.11,,,,1.07,,
Botafogo RJ,Brazil,7.5,,,,,,,,,,,,,,,,6.0,9.0,,,,9.17,,
Atletico PR,Brazil,17.0,,,,,,,,,,,,,,,,15.0,21.0,,,,27.0,,
Gremio,Brazil,21.0,,,,,,,,,,,,,,,,20.0,26.0,,,,20.0,,
Vasco da Gama,Brazil,,,,,,,,,,,,,,,,,,,,,,5.09,,
Internacional RS,Brazil,,,,,,,,,,,,,,,,,,,,,,10.5,,
Atletico Mineiro,Brazil,,,,,,,,,,,,,,,,,,,,,,30.0,,
Nautico PE,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Ponte Preta,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Corinthians SP,Brazil,,,,,,,,,,,,,,,,,,,,,,38.0,,
Coritiba,Brazil,,,,,,,,,,,,,,,,,,,,,,38.0,,
Santos SP,Brazil,,,,,,,,,,,,,,,,,,,,,,38.0,,
Sao Paulo,Brazil,,,,,,,,,,,,,,,,,,,,,,57.0,,
Bahia,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Criciuma,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Flamengo,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Fluminense RJ,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Goias GO,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Portuguesa,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
Vitoria,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
