name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Bayern Munich,Germany,,1.17,1.17,1.2,1.17,,1.17,1.2,,1.18,1.22,,1.17,1.18,1.18,1.27,1.18,1.2,,1.24,1.28,1.26,
Bor Dortmund,Germany,,4.5,4.5,4.5,4.5,,5.0,5.0,,5.0,4.5,,4.5,4.5,4.75,3.6,5.0,4.5,,3.85,4.8,4.69,
Bayer Leverkusen,Germany,,21.0,34.0,34.0,34.0,,34.0,34.0,,50.0,26.0,,26.0,26.0,34.0,51.0,50.0,26.0,,26.0,52.0,49.0,
Schalke 04,Germany,,151.0,126.0,151.0,126.0,,151.0,126.0,,100.0,101.0,,151.0,126.0,201.0,101.0,100.0,201.0,,82.0,105.0,101.0,
Bor Monchengladbach,Germany,,126.0,151.0,201.0,151.0,,201.0,126.0,,150.0,151.0,,151.0,151.0,201.0,101.0,150.0,,,255.0,380.0,344.0,
VfL Wolfsburg,Germany,,301.0,,251.0,,,401.0,401.0,,150.0,151.0,,251.0,251.0,501.0,101.0,150.0,,,142.0,200.0,180.0,
VfB Stuttgart,Germany,,301.0,501.0,351.0,501.0,,401.0,301.0,,200.0,301.0,,251.0,351.0,501.0,251.0,200.0,,,255.0,361.0,340.0,
Eintracht Frankfurt,Germany,,,,,,,,301.0,,400.0,351.0,,,351.0,501.0,251.0,400.0,,,255.0,371.0,340.0,
Werder Bremen,Germany,,401.0,,501.0,,,401.0,301.0,,400.0,401.0,,,351.0,501.0,251.0,400.0,,,455.0,646.0,616.0,
Hamburg,Germany,,,,,,,,326.0,,200.0,501.0,,,501.0,751.0,251.0,200.0,,,152.0,200.0,190.0,
Hertha Berlin,Germany,,,,,,,,301.0,,200.0,401.0,,,351.0,751.0,251.0,200.0,,,150.0,209.0,190.0,
Hannover 96,Germany,,,,,,,,501.0,,400.0,501.0,,,501.0,751.0,251.0,400.0,,,310.0,437.0,412.0,
Hoffenheim,Germany,,,,,,,,276.0,,300.0,401.0,,,501.0,751.0,251.0,300.0,,,340.0,475.0,451.0,
Mainz 05,Germany,,,,,,,,426.0,,400.0,501.0,,,501.0,751.0,501.0,400.0,,,350.0,485.0,461.0,
Augsburg,Germany,,,,,,,,401.0,,400.0,751.0,,,501.0,1501.0,501.0,400.0,,,205.0,285.0,267.0,
Freiburg,Germany,,,,,,,,501.0,,2000.0,751.0,,,1501.0,2001.0,2001.0,2000.0,,,112.0,143.0,138.0,
Nurnberg,Germany,,,,,,,,751.0,,2000.0,2001.0,,,1501.0,2501.0,2001.0,2000.0,,,265.0,371.0,349.0,
Braunschweig,Germany,,,,,,,,401.0,,5000.0,3001.0,,,2501.0,5001.0,2001.0,5000.0,,,240.0,333.0,315.0,
Barcelona,Spain,1.33,1.3,1.3,1.3,1.3,,1.29,1.3,1.29,1.3,1.22,,1.29,1.29,,1.3,1.3,1.3,,1.26,1.33,1.27,
Real Madrid,Spain,5.0,5.0,4.33,4.5,4.33,,5.0,5.0,4.5,5.0,5.5,,4.5,4.5,,5.0,5.0,5.0,,4.6,5.27,4.78,
Atletico Madrid,Spain,7.5,8.5,10.0,10.0,10.0,,9.0,9.0,9.0,8.0,9.5,,9.0,8.5,,7.5,8.0,9.0,,10.0,11.0,10.2,
Athl Bilbao,Spain,,,751.0,,751.0,,1001.0,401.0,1001.0,500.0,1001.0,,501.0,,,,500.0,,,565.0,950.0,766.0,
Valencia,Spain,,,,,,,501.0,401.0,251.0,500.0,2001.0,,751.0,,,,500.0,,,325.0,532.0,427.0,
Villarreal,Spain,,,251.0,,251.0,,501.0,,3001.0,300.0,1001.0,,301.0,,,,300.0,,,210.0,342.0,272.0,
Sevilla,Spain,,,,,,,1001.0,401.0,1001.0,1200.0,3001.0,,,,,,1200.0,,,305.0,542.0,403.0,
Getafe,Spain,,,,,,,1501.0,1001.0,1501.0,2500.0,3001.0,,,,,,2500.0,,,565.0,950.0,766.0,
Levante,Spain,,,,,,,2501.0,2001.0,2501.0,3000.0,3001.0,,,,,,3000.0,,,565.0,950.0,766.0,
Espanyol,Spain,,,,,,,1001.0,1001.0,1001.0,3000.0,5001.0,,,,,,3000.0,,,565.0,950.0,766.0,
Elche,Spain,,,,,,,7501.0,5001.0,7501.0,3000.0,7501.0,,,,,,3000.0,,,565.0,950.0,766.0,
Malaga,Spain,,,,,,,1001.0,501.0,1001.0,3000.0,7501.0,,,,,,3000.0,,,565.0,950.0,766.0,
Valladolid,Spain,,,,,,,3001.0,2501.0,3001.0,4000.0,7501.0,,,,,,4000.0,,,565.0,950.0,766.0,
Real Sociedad,Spain,,,401.0,,401.0,,501.0,401.0,501.0,500.0,10000.0,,501.0,,,,500.0,,,295.0,504.0,388.0,
Almeria,Spain,,,,,,,7501.0,,,5000.0,10000.0,,,,,,5000.0,,,565.0,950.0,766.0,
Betis,Spain,,,,,,,2501.0,326.0,1001.0,3000.0,10000.0,,,,,,3000.0,,,565.0,950.0,766.0,
Celta Vigo,Spain,,,,,,,2501.0,1501.0,2001.0,4000.0,10000.0,,,,,,4000.0,,,565.0,950.0,766.0,
Granada,Spain,,,,,,,5001.0,3001.0,3001.0,2500.0,10000.0,,,,,,2500.0,,,565.0,950.0,766.0,
Osasuna,Spain,,,,,,,5001.0,2501.0,3001.0,5000.0,10000.0,,,,,,5000.0,,,565.0,950.0,766.0,
