name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.02,1.03,1.02,1.03,1.02,1.02,1.04,1.04,1.02,1.02,,1.03,1.04,,1.04,1.03,,1.04,1.02,1.03,1.02,1.06,1.05,
bayer leverkusen,Germany,41.0,34.0,34.0,34.0,34.0,34.0,41.0,26.0,26.0,45.0,34.0,,26.0,26.0,,34.0,26.0,,26.0,45.0,41.0,45.0,38.0,26.0,
vfl wolfsburg,Germany,51.0,67.0,51.0,67.0,51.0,67.0,51.0,34.0,34.0,85.0,41.0,,41.0,34.0,,51.0,67.0,,34.0,85.0,41.0,85.0,30.0,34.0,
bor monchengladbach,Germany,67.0,81.0,81.0,81.0,81.0,81.0,81.0,51.0,81.0,100.0,51.0,,67.0,51.0,,81.0,81.0,,51.0,100.0,41.0,100.0,67.0,46.0,
schalke 04,Germany,151.0,101.0,67.0,101.0,67.0,101.0,101.0,76.0,67.0,175.0,67.0,,81.0,81.0,,101.0,76.0,,81.0,175.0,101.0,175.0,200.0,179.0,
bor dortmund,Germany,101.0,67.0,67.0,101.0,67.0,51.0,151.0,34.0,26.0,200.0,67.0,,81.0,51.0,,67.0,,,51.0,200.0,101.0,200.0,86.0,76.0,
hoffenheim,Germany,151.0,151.0,176.0,151.0,176.0,251.0,151.0,301.0,151.0,250.0,151.0,,151.0,151.0,,251.0,,,151.0,250.0,151.0,250.0,219.0,190.0,
hannover 96,Germany,1001.0,,501.0,,501.0,501.0,501.0,501.0,501.0,600.0,501.0,,1001.0,501.0,,,501.0,,501.0,600.0,501.0,600.0,485.0,432.0,
mainz 05,Germany,251.0,,501.0,,501.0,401.0,401.0,501.0,501.0,500.0,501.0,,1001.0,501.0,,501.0,501.0,,501.0,500.0,501.0,500.0,950.0,844.0,
fc koln,Germany,1001.0,,1001.0,,1001.0,1001.0,1001.0,501.0,1001.0,1500.0,1001.0,,,1001.0,,,,,1001.0,1500.0,751.0,1500.0,950.0,844.0,
vfb stuttgart,Germany,1001.0,,1001.0,,1001.0,1001.0,1001.0,501.0,501.0,2000.0,1001.0,,,1001.0,,,751.0,,1001.0,2000.0,1001.0,2000.0,333.0,286.0,
hertha berlin,Germany,1501.0,,1251.0,,1251.0,1001.0,1501.0,501.0,1001.0,2000.0,1001.0,,,1001.0,,,,,1001.0,2000.0,751.0,2000.0,950.0,844.0,
augsburg,Germany,751.0,,1001.0,,1001.0,1001.0,2001.0,501.0,751.0,800.0,751.0,,,1001.0,,,,,1001.0,800.0,501.0,800.0,950.0,844.0,
eintracht frankfurt,Germany,2501.0,,1251.0,,1251.0,2501.0,1001.0,376.0,1001.0,1500.0,1501.0,,,501.0,,,,,501.0,1500.0,501.0,1500.0,494.0,432.0,
hamburg,Germany,1001.0,,1001.0,,1001.0,1001.0,2501.0,501.0,1001.0,2000.0,1001.0,,,1001.0,,,,,1001.0,2000.0,751.0,2000.0,950.0,844.0,
paderborn,Germany,1001.0,,1001.0,,1001.0,1501.0,2501.0,501.0,1501.0,2000.0,751.0,,1001.0,1001.0,,,,,1001.0,2000.0,501.0,2000.0,950.0,844.0,
freiburg,Germany,5001.0,,1001.0,,1001.0,1001.0,2001.0,501.0,1001.0,3000.0,1501.0,,,1001.0,,,,,1001.0,3000.0,1001.0,3000.0,950.0,844.0,
werder bremen,Germany,5001.0,,1251.0,,1251.0,5001.0,2001.0,501.0,1501.0,4000.0,5001.0,,,1001.0,,,,,1001.0,4000.0,1001.0,4000.0,950.0,844.0,
real madrid,Spain,1.44,1.53,1.5,1.5,1.5,1.53,1.5,1.53,1.5,1.5,1.4,1.53,1.5,1.45,,1.53,1.5,1.45,1.45,1.5,1.5,1.5,,1.52,
barcelona,Spain,3.0,2.75,2.88,2.75,2.88,2.9,3.0,2.75,2.75,3.0,3.1,3.0,2.8,3.0,,2.75,2.75,2.8,3.0,3.0,2.85,3.0,,2.82,
atletico madrid,Spain,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,17.0,15.0,17.0,17.0,,17.0,17.0,16.0,17.0,18.0,19.0,18.0,,14.1,
