name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.01,,1.01,,1.01,1.01,1.01,,,1.02,,1.01,1.01,,1.01,,,1.01,,,,,1.01,
vfl wolfsburg,Germany,,67.0,,41.0,,67.0,51.0,81.0,,85.0,41.0,,51.0,51.0,,67.0,,,51.0,85.0,,85.0,,34.0,
bayer leverkusen,Germany,,67.0,,51.0,,67.0,67.0,67.0,,100.0,41.0,,51.0,67.0,,67.0,,,67.0,100.0,,100.0,,46.0,
bor monchengladbach,Germany,,101.0,,101.0,,101.0,126.0,126.0,,200.0,67.0,,101.0,101.0,,126.0,,,101.0,200.0,,200.0,,116.0,
schalke 04,Germany,,151.0,,151.0,,151.0,201.0,151.0,,250.0,101.0,,151.0,151.0,,151.0,,,151.0,250.0,,250.0,,252.0,
hoffenheim,Germany,,251.0,,401.0,,301.0,751.0,301.0,,500.0,251.0,,501.0,501.0,,251.0,,,501.0,500.0,,500.0,,238.0,
bor dortmund,Germany,,101.0,,151.0,,251.0,251.0,101.0,,800.0,51.0,,81.0,101.0,,126.0,,,101.0,800.0,,800.0,,153.0,
hannover 96,Germany,,,,,,501.0,501.0,501.0,,1000.0,401.0,,501.0,501.0,,,,,501.0,1000.0,,1000.0,,761.0,
mainz 05,Germany,,,,,,501.0,401.0,501.0,,1000.0,501.0,,501.0,501.0,,,,,501.0,1000.0,,1000.0,,761.0,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,1500.0,,,,501.0,,,,,501.0,1500.0,,1500.0,,761.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,2000.0,,,,1001.0,,,,,1001.0,2000.0,,2000.0,,761.0,
augsburg,Germany,,,,,,,2001.0,501.0,,500.0,,,,501.0,,,,,501.0,500.0,,500.0,,761.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,,2500.0,,761.0,
fc koln,Germany,,,,,,,1001.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,,2500.0,,761.0,
paderborn,Germany,,,,,,,2501.0,501.0,,2500.0,,,,751.0,,,,,751.0,2500.0,,2500.0,,761.0,
hamburg,Germany,,,,,,,2501.0,501.0,,2000.0,,,,1501.0,,,,,1501.0,2000.0,,2000.0,,761.0,
freiburg,Germany,,,,,,,2001.0,501.0,,3000.0,,,,1501.0,,,,,1501.0,3000.0,,3000.0,,761.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,4000.0,,,,751.0,,,,,751.0,4000.0,,4000.0,,761.0,
real madrid,Spain,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,,1.45,1.4,1.5,1.44,1.44,,1.44,1.45,1.44,,1.45,1.44,1.45,1.47,1.41,
barcelona,Spain,2.88,2.75,2.75,2.8,2.75,2.75,2.75,2.88,,3.0,3.0,2.75,2.75,2.75,,2.88,2.88,2.85,,3.0,2.88,3.0,3.14,1.02,
atletico madrid,Spain,26.0,21.0,21.0,26.0,21.0,21.0,21.0,21.0,,26.0,23.0,21.0,21.0,21.0,,21.0,21.0,23.0,,26.0,26.0,26.0,19.0,17.0,
valencia,Spain,251.0,101.0,101.0,151.0,101.0,81.0,201.0,101.0,,251.0,301.0,301.0,81.0,101.0,,81.0,151.0,180.0,,251.0,201.0,251.0,124.0,113.0,
seville,Spain,401.0,251.0,251.0,301.0,251.0,151.0,201.0,251.0,,401.0,501.0,501.0,251.0,251.0,,251.0,251.0,351.0,,401.0,401.0,401.0,114.0,223.0,
villarreal,Spain,501.0,,301.0,,301.0,,,501.0,,501.0,751.0,,301.0,501.0,,501.0,,501.0,,501.0,501.0,501.0,950.0,761.0,
malaga,Spain,1501.0,,1001.0,,1001.0,,,1001.0,,1501.0,2001.0,,2001.0,1501.0,,,,,,1501.0,1001.0,1501.0,26.0,761.0,
athletic bilbao,Spain,1001.0,,301.0,,301.0,,,501.0,,1001.0,2001.0,,501.0,501.0,,501.0,,,,1001.0,1001.0,1001.0,380.0,761.0,
celta vigo,Spain,751.0,,501.0,,501.0,,,1001.0,,1501.0,2001.0,,751.0,751.0,,,,,,1501.0,501.0,1501.0,950.0,761.0,
real sociedad,Spain,5001.0,,301.0,,301.0,,,1001.0,,2001.0,5001.0,,,1001.0,,,,,,2001.0,,2001.0,380.0,761.0,
deportivo la coruna,Spain,10001.0,,2001.0,,2001.0,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,761.0,
elche,Spain,10001.0,,2001.0,,2001.0,,,1001.0,,5001.0,10001.0,,,5001.0,,,,,,5001.0,,5001.0,950.0,761.0,
espanyol,Spain,5001.0,,2001.0,,2001.0,,,1001.0,,2501.0,10001.0,,,2501.0,,,,,,2501.0,,2501.0,950.0,761.0,
