name,group,max,min,mean,median,twentyfive,seventyfive
Brazil,a,1.05,1.01,1.0294736842105265,1.03,1.02,1.04
Croatia,a,2.25,1.83,2.0533333333333332,2.04,1.98,2.1000000000000001
Mexico,a,2.25,1.83,2.0434999999999999,2.0300000000000002,1.99,2.1000000000000001
Cameroon,a,7.0,4.2,5.3742857142857146,5.5,4.75,6.0
Spain,b,1.22,1.08,1.149,1.1399999999999999,1.1200000000000001,1.1699999999999999
Netherlands,b,1.62,1.33,1.4970000000000001,1.5,1.4849999999999999,1.53
Chile,b,2.3,1.76,2.0357142857142856,2.0499999999999998,1.95,2.1000000000000001
Australia,b,21.0,5.5,9.769047619047619,9.0,8.0,10.0
Colombia,c,1.3,1.16,1.2284999999999999,1.2450000000000001,1.2,1.25
Ivory Coast,c,2.1,1.8,1.936190476190476,1.9099999999999999,1.8999999999999999,2.0
Japan,c,2.4,1.87,2.1114285714285717,2.1000000000000001,2.0,2.2000000000000002
Greece,c,3.5,2.75,3.1014285714285714,3.1000000000000001,2.75,3.3999999999999999
Italy,d,1.5,1.31,1.4009523809523809,1.3999999999999999,1.3600000000000001,1.4399999999999999
Uruguay,d,1.53,1.36,1.4624999999999999,1.4849999999999999,1.4350000000000001,1.5
England,d,1.75,1.53,1.6355,1.6200000000000001,1.6150000000000002,1.6699999999999999
Costa Rica,d,13.0,4.8,8.8219047619047615,8.5,7.0,11.0
France,e,1.31,1.15,1.1980952380952381,1.2,1.1799999999999999,1.2
Switzerland,e,1.73,1.48,1.6214285714285712,1.6200000000000001,1.6000000000000001,1.6499999999999999
Ecuador,e,2.1,1.67,1.911,1.9099999999999999,1.8450000000000002,2.0
Honduras,e,8.5,4.2,6.2333333333333334,6.5,5.0,7.0
Argentina,f,1.07,1.01,1.0342857142857143,1.04,1.02,1.04
Bosnia-Herzegovina,f,2.1,1.55,1.8035000000000001,1.8149999999999999,1.73,1.8500000000000001
Nigeria,f,2.4,1.95,2.2452380952380953,2.25,2.21,2.2999999999999998
Iran,f,8.5,5.0,6.4234999999999998,6.25,5.4375,7.5
Germany,g,1.17,1.03,1.1090476190476191,1.1200000000000001,1.0800000000000001,1.1299999999999999
Portugal,g,1.57,1.3,1.4614285714285715,1.5,1.4199999999999999,1.5
Ghana,g,4.2,3.0,3.6085714285714285,3.52,3.5,3.75
USA,g,4.5,2.33,3.5485714285714285,3.5,3.5,3.8500000000000001
Belgium,h,1.2,1.09,1.149,1.1499999999999999,1.125,1.1724999999999999
Russia,h,1.53,1.22,1.3890476190476189,1.3999999999999999,1.3500000000000001,1.3999999999999999
South Korea,h,3.5,2.3,2.7852380952380953,2.7999999999999998,2.6200000000000001,2.8799999999999999
Algeria,h,10.0,3.67,6.0084999999999997,5.5,5.0,6.75
