name,group,max,min,mean,median,twentyfive,seventyfive
real madrid,a,1.04,1.01,1.03,1.0350000000000001,1.02,1.04
psg,a,13.1,8.0,11.004999999999999,11.0,10.0,11.25
malmo ff,a,201.0,201.0,201.0,201.0,201.0,201.0
shakhtar donetsk,a,501.0,501.0,501.0,501.0,501.0,501.0
man utd,b,1.57,1.4,1.5105,1.52,1.5,1.53
wolfsburg,b,4.2,3.42,3.8759999999999999,3.9500000000000002,3.75,4.0
psv,b,8.5,6.5,7.4144999999999994,7.25,7.0,8.0
cska moscow,b,26.0,14.1,19.305,21.0,16.0,21.0
benfica,c,1.36,1.25,1.3300000000000001,1.3300000000000001,1.3,1.3600000000000001
atletico madrid,c,4.0,2.65,3.1095454545454544,3.0,3.0,3.25
galatasaray,c,251.0,101.0,163.33333333333334,151.0,151.0,185.0
man city,d,1.53,1.44,1.4894736842105263,1.5,1.4449999999999998,1.52
juventus,d,2.62,2.38,2.5189473684210526,2.5,2.5,2.5499999999999998
sevilla,d,1001.0,501.0,539.46153846153845,501.0,501.0,501.0
barcelona,e,1.03,1.0,1.0095000000000001,1.01,1.01,1.01
roma,e,26.0,12.0,19.952380952380953,20.0,17.0,26.0
bayer leverkusen,e,151.0,36.0,77.952380952380949,81.0,67.0,81.0
bayern munich,f,1.06,1.01,1.0242105263157895,1.02,1.02,1.02
olympiakos,f,19.0,7.21,13.610499999999998,13.0,12.75,15.25
porto,g,1.47,1.25,1.3500000000000001,1.3400000000000001,1.3,1.3999999999999999
chelsea,g,3.5,2.7,3.0844999999999998,3.1500000000000004,2.9699999999999998,3.25
dynamo kiev,g,151.0,21.0,82.799999999999997,101.0,65.5,101.0
zenit,h,1.02,1.0,1.01,1.01,1.01,1.01
valencia,h,21.0,11.2,16.609999999999999,17.0,13.0,18.0
porto,h,67.0,67.0,67.0,67.0,67.0,67.0
lyon,h,1001.0,51.0,526.0,526.0,288.5,763.5
gent,h,1001.0,151.0,576.0,576.0,363.5,788.5
shakhtar donetsk,h,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
bate borisov,h,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0
