name,group,max,min,mean,median,twentyfive,seventyfive
Man Utd,a,1.67,1.44,1.5519047619047621,1.55,1.52,1.5700000000000001
Shakhtar Donetsk,a,4.0,3.09,3.7633333333333332,3.75,3.6000000000000001,4.0
Bayer Leverkusen,a,9.0,6.89,7.8114285714285714,8.0,7.5,8.0
Real Sociedad,a,19.0,8.03,13.763333333333332,15.0,11.0,15.0
Real Madrid,b,1.35,1.12,1.2404761904761907,1.22,1.21,1.25
Juventus,b,4.33,3.0,3.9066666666666672,4.0,3.75,4.0
Galatasaray,b,34.0,15.0,26.476190476190474,26.0,23.0,29.0
FC Copenhagen,b,151.0,51.0,71.285714285714292,67.0,67.0,75.0
PSG,c,1.44,1.25,1.3647619047619048,1.3999999999999999,1.3100000000000001,1.3999999999999999
Benfica,c,3.5,2.88,3.0800000000000005,3.0,3.0,3.1400000000000001
Anderlecht,c,67.0,25.0,43.857142857142854,41.0,29.0,51.0
Olympiakos,c,67.0,23.0,39.80952380952381,41.0,29.0,51.0
Bayern Munich,d,1.53,1.36,1.4523809523809523,1.4399999999999999,1.4399999999999999,1.5
Man City,d,2.95,2.45,2.6423809523809525,2.6299999999999999,2.6200000000000001,2.7000000000000002
CSKA Moscow,d,34.0,21.0,25.761904761904763,26.0,25.0,26.0
Plzen,d,251.0,50.0,136.66666666666666,126.0,101.0,151.0
Chelsea,e,1.8,1.57,1.6757142857142857,1.6699999999999999,1.6200000000000001,1.73
Schalke 04,e,3.5,3.0,3.1580952380952385,3.1499999999999999,3.0,3.25
Basel,e,6.75,4.0,5.5742857142857147,5.9400000000000004,5.0,6.0
Steaua Bucharest,e,101.0,30.0,63.761904761904759,67.0,51.0,67.0
Arsenal,f,2.5,2.25,2.4085714285714288,2.3799999999999999,2.3700000000000001,2.5
Napoli,f,3.0,2.5,2.8166666666666664,2.8500000000000001,2.75,2.8799999999999999
Bor Dortmund,f,3.5,2.89,3.2395238095238095,3.25,3.25,3.2999999999999998
Marseille,f,41.0,15.0,25.61904761904762,26.0,21.0,26.0
Atletico Madrid,g,1.86,1.62,1.6914285714285715,1.6699999999999999,1.6499999999999999,1.73
Porto,g,2.75,2.28,2.5680952380952378,2.6200000000000001,2.5,2.6499999999999999
Zenit St Petersburg,g,9.5,6.0,8.0733333333333324,8.5,7.6500000000000004,8.5
Austria Vienna,g,101.0,51.0,80.19047619047619,75.0,67.0,101.0
Barcelona,h,1.2,1.1,1.1385714285714288,1.1399999999999999,1.1200000000000001,1.1399999999999999
AC Milan,h,5.5,4.42,5.1057142857142859,5.0,5.0,5.5
Ajax,h,51.0,20.0,46.666666666666664,51.0,51.0,51.0
Celtic,h,101.0,45.0,71.428571428571431,67.0,67.0,76.0
