name,group,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
galatasaray,d,11.0,13.0,13.0,11.0,13.0,11.0,15.0,15.0,13.0,9.0,13.0,13.0,13.0,12.0,13.0,13.0,,12.0,12.0,9.0,13.0,9.0,12.4,,
anderlecht,d,21.0,23.0,26.0,19.0,26.0,21.0,21.0,26.0,26.0,20.0,29.0,26.0,26.0,21.0,26.0,26.0,,26.0,21.0,20.0,21.0,20.0,23.0,,
bayern munich,e,1.22,1.17,1.2,,1.2,,1.14,1.17,,1.16,1.14,1.14,1.25,1.2,,1.25,,,1.2,1.16,1.18,1.16,1.21,,
roma,e,6.0,6.5,6.0,,6.0,,8.0,6.5,,5.0,8.0,8.0,7.0,5.5,,6.0,,,5.5,5.0,6.0,5.0,5.75,,
man city,e,10.0,10.0,10.0,,10.0,,10.0,11.0,,10.0,10.0,8.0,6.0,10.0,,9.0,,,10.0,10.0,9.5,10.0,8.22,,
cska moscow,e,201.0,201.0,201.0,,201.0,,251.0,501.0,,201.0,251.0,501.0,101.0,251.0,,201.0,,,251.0,201.0,501.0,201.0,95.0,,
barcelona,f,1.62,1.67,1.62,,1.62,,1.67,1.67,,1.55,1.62,1.62,,1.62,,1.72,,,1.62,1.55,1.65,1.55,1.67,1.62,
psg,f,2.25,2.25,2.25,,2.25,,2.2,2.25,,2.4,2.25,2.2,,2.25,,2.1,,,2.25,2.4,2.1,2.4,2.06,1.95,
ajax,f,26.0,34.0,29.0,,29.0,,41.0,51.0,,21.0,34.0,34.0,,34.0,,34.0,,,34.0,21.0,51.0,21.0,40.0,24.0,
apoel nicosia,f,126.0,151.0,101.0,,101.0,,251.0,301.0,,126.0,301.0,151.0,,126.0,,101.0,,,126.0,126.0,101.0,126.0,81.0,,
chelsea,g,1.13,1.11,1.11,,1.11,,1.08,1.12,,1.1,1.1,1.1,1.14,1.1,,1.14,,,1.1,1.1,1.1,1.1,1.11,1.06,
schalke 04,g,7.0,7.0,7.0,,7.0,,8.0,7.5,,7.0,7.0,7.0,6.0,7.0,,7.0,,,7.0,7.0,7.0,7.0,6.7,6.24,
sporting lisbon,g,19.0,17.0,15.0,,15.0,,26.0,26.0,,15.0,21.0,17.0,15.0,19.0,,15.0,,,19.0,15.0,19.0,15.0,13.4,12.2,
maribor,g,101.0,101.0,101.0,,101.0,,201.0,201.0,,101.0,101.0,101.0,101.0,101.0,,101.0,,,101.0,101.0,101.0,101.0,81.0,,
porto,h,1.5,1.5,1.5,,1.5,,1.44,1.53,,1.55,1.5,1.57,,1.53,,1.57,,,1.53,1.55,1.5,1.55,1.21,1.48,
shakhtar donetsk,h,4.2,4.5,4.33,,4.33,,4.5,4.5,,4.0,4.5,3.75,,4.0,,4.5,,,4.0,4.0,4.0,4.0,4.14,3.91,
athletic bilbao,h,6.0,6.0,6.5,,6.5,,7.0,6.5,,6.0,6.0,6.5,,6.0,,6.0,,,6.0,6.0,6.0,6.0,6.7,5.36,
bate borisov,h,51.0,101.0,21.0,,21.0,,26.0,17.0,,51.0,17.0,15.0,,21.0,,17.0,,,21.0,51.0,26.0,51.0,14.8,14.1,
